Kshs '000,Kshs '000
"1,862,705","1,172,878"
"1,862,705","1,172,878"
"(4,778,835)","(4,413,206)"
-,"(34,312)"
"(4,778,835)","(4,447,518)"
"(2,916,130)","(3,274,640)"
