2022,2021
Kshs’000,Kshs’000
"46,351,480","44,938,591"
"8,519,110","23,552,160"
"11,000,000",-
"(22,925,667)","(19,398,508)"
"683,886","(2,741,449)"
"41,530",686
"43,670,339","46,351,480"
