Note,"30 June 2025
Kshs’000","30 June 2024
Kshs’000"
,"1,581,547",
,"1,691,151",
,"4,349,259",
,"185,580",
,"23,615,032",
,"31,422,569",
,"28,500,000",
,—,
,"28,500,000",
,"59,922,569",
,"400,376",
,"2,037",
,"6,942",
,"46,902,821",
,"10,000",
,"27,990,884",
,"110,615",
,"75,423,675",
,"3,023,672",
,"3,318,630",
,"5,855,399",
,"12,197,701",
,"25,655,051",
,"790,522",
,"1,250,880",
,"2,354",
,"27,698,807",
,"(15,501,106)",
,"59,922,569",
