Note,"30 June 2025
Kshs’000","30 June 2024
Kshs’000"
,"1,581,547",
,"1,691,151",
,"(574,230)",
,"185,580",
,"(85,169)",
,"19,946,869",
,"4,349,259",
,"27,095,007",
,"15,192,203",
,"42,287,210",
,"8,123,894",
,"34,823,136",
,"2,062,186",
,"45,009,216",
,"87,296,426",
,"75,561,627",
,"2,698,109",
,"497,712",
,"3,036,009",
,"514,571",
,"10,000",
,"118,705",
,"82,436,733",
,"15,870,967",
,"16,497,182",
,"3,538,540",
,"12,745,359",
,"48,652,048",
