Notes,"2025
Kshs’000","2024
Kshs’000"
,"2,226,143",
,"6,521,203",
,"8,747,346",
,"(866,963)",
,"228,343",
,"(970,118)",
,"7,138,608",
,"4,372,187",
,"(5,138,206)",
,"6,372,589",
,"(402,447)",
,"5,970,142",
,"5,970,142",
,—,
,"5,970,142",
