Current,"Less than
1 year",1 - 2 years,2 - 5 years,Over 5 years,Total
Kshs’000,Kshs’000,Kshs’000,Kshs’000,Kshs’000,Kshs’000
-,"143,847","143,847","10,435,827","11,469,236","22,192,757"
-,"5,432,836",-,-,-,"5,432,836"
"570,437","12,193,737",-,-,"9,576,011","22,340,185"
"873,588",-,-,-,-,"873,588"
-,"72,918",-,-,"132,753","205,671"
"1,444,025","17,843,338","143,847","10,435,827","21,178,000","51,045,037"
Current,"Less than 1
year","Between 1
and 2 years","Between 2 and
5 years",Over 5 years,Total
Kshs’000,Kshs’000,Kshs’000,Kshs’000,Kshs’000,Kshs’000
-,"136,683",-,"9,500,000","11,469,236","21,105,919"
-,"5,087,149",-,-,-,"5,087,149"
"1,339,822","14,247,247",-,-,460,"15,587,529"
"873,588",-,-,-,-,"873,588"
"2,213,410","19,471,079",-,"9,500,000","11,469,696","42,654,185"
