Buildings,"Motor
vehicles","Leasehold
property",Total
Kshs ‘000,Kshs ‘000,Kshs ‘000,
-,-,-,
-,"52,557",-,
-,"52,557",-,
-,-,-,
-,"26,099",-,
-,"26,099",-,
-,"26,458",-,
