latoT,"000‘
shsK","810,345","016,63",-,")753,2(",")493,91(",")864,44(","904,315","248,99","713,82",")363,91(","697,801","316,404"
"ni ssergorp
krow
latipaC","000‘
shsK","234,75","468,81",")087,92(",-,-,")864,44(","840,2",-,-,-,-,"840,2"
tnempiuqE,"000‘
shsK","422,651",-,-,")753,2(",")493,91(",-,"374,431","234,98","187,22",")363,91(","058,29","326,14"
dlohesaeL sgnidliub,"000‘
shsK","698,41",-,-,-,-,-,"698,41",778,-,-,778,"910,41"
dloheerF ytreporp,"000‘
shsK","664,413","647,71","087,92",-,-,-,"299,163","335,9","635,5",-,"960,51","329,643"
