Company,"2025
Kshs’000","2024
Kshs’000"
,"29,750,880",
,"2,354",
,"(5,855,399)",
,"23,897,835",
,"6,372,589",
,"766,019",
,"49,113",
,"7,187,721",
,x3.32,
