"Condensed consolidated statement of cash flows
for the year ended:
30 June 2023 30 June 2022
Kshs 'M Kshs 'M
Cash generated from operations 26,145 35,330
Net interest paid (5,485) (4,048)
Income tax paid (9,606) (5,376)
Net cash generated from operating activities 11,054 25,906
Purchase of property, plant and equipment (12,926) (13,007)
Other investing activities (100) (165)
Net cash used in investing activities (13,026) (13,172)
Dividends paid (10,852) (5,225)
Proceeds from borrowings 37,962 19,519
Repayment of borrowings (23,563) (22,926)
Other financing activities (883) (766)
Net cash generated from financing activities 2,664 (9,398)
Net increase in cash and cash equivalents 692 3,336
At start of the year 8,067 4,421
Foreign exchange impact of translation 284 310
Net increase in cash and cash equivalents 692 3,336
Cash and cash equivalents at the end of the year 9,043 8,067",Column,Column
,"30 June 2023
Kshs 'M","30 June 2022
Kshs 'M"
,"26,145","35,330"
,"(5,485)
(9,606)","(4,048)
(5,376)"
,"11,054","25,906"
,"(12,926)","(13,007)"
,(100),(165)
,"(13,026)","(13,172)"
,"(10,852)
37,962
(23,563)","(5,225)
19,519
(22,926)"
,(883),(766)
,"2,664","(9,398)"
,692,"3,336"
,"8,067
284","4,421
310"
,692,"3,336"
,"9,043","8,067"
