"Condensed consolidated statement of cash flows
for the six months ended:
31 December 2022 31 December 2021
Kshs 'M Kshs 'M
Cash generated from operations 15,135 17,631
Net interest paid (2,321) (1,994)
Tax paid (8,010) (3,019)
Net cash generated from operating activities 4,804 12,618
Purchase of property, plant and equipment (6,712) (6,199)
Other investing activities (6) (135)
Net cash used in investing activities (6,718) (6,334)
Dividends paid (8,241) (154)
Net movement in borrowings 6,010 (3,533)
Net cash used in financing activities (2,231) (3,687)
Net (decrease)/increase in cash and cash equivalents (4,145) 2,597
At start of the period 8,067 4,421
Foreign exchange impact of translation 280 195
Net decrease/(increase) in cash and cash equivalents (4,145) 2,597
Cash and cash equivalents at end of the period 4,202 7,213",Column,Column
,"31 December 2022
Kshs 'M","31 December 2021
Kshs 'M"
,"15,135
(2,321)
(8,010)","17,631
(1,994)
(3,019)"
,"4,804","12,618"
,"(6,712)
(6)","(6,199)
(135)"
,"(6,718)","(6,334)"
,"(8,241)
6,010","(154)
(3,533)"
,"(2,231)","(3,687)"
,"(4,145)","2,597"
,"8,067
280
(4,145)","4,421
195
2,597"
,"4,202","7,213"
