(a) Group,"2025
Kshs’000","2024
Kshs’000"
,"142,545",
,"142,545",
,"(5,738,681)",
,"(216,123)",
,"(47,165)",
,"(6,001,969)",
,"4,372,187",
,"4,372,187",
,"(5,137,822)",
,(384),
,—,
,"(5,138,206)",
