Kshs '000,Kshs '000
"13,618,940","14,151,244"
"4,085,682","4,245,373"
"765,305","779,145"
"(274,695)","(651,212)"
"1,000,584","(4,979)"
"20,679","259,976"
-,"(12,277)"
"5,597,555","4,616,026"
