"2011
Kshs ‘000"
"75,569,595
(30,674,558)"
"44,895,037"
"1,186,523
-
18,176
11,904
(546,154)
(82,621)
30,454
(297,609)"
"320,673"
"1,929,234
1,186,523
25,080
554
(114,992)
(65,837)"
"2,960,562"
