"828,356","3,467,965","69,485","4,365,806"
"63,166","824,192",—,"887,358"
"(51,692)","(1,127,590)",—,"(1,179,282)"
"(34,699)","(239,061)",(87),"(273,847)"
"805,131","2,925,506","69,398","3,800,035"
"345,658","1,406,674","27,112","1,779,444"
"121,882","769,422",10,"891,314"
"(51,692)","(1,107,949)",—,"(1,159,641)"
"(9,752)","(74,295)",(10),"(84,057)"
"406,096","993,852","27,112","1,427,060"
"399,035","1,931,654","42,286","2,372,975"
