Kshs'000,Kshs'000
"1,214,078","867,542"
"203,723","166,648"
"565,581","667,532"
"10,596","15,101"
"9,195","13,028"
"40,197","44,685"
"30,529","25,091"
"12,063","3,580"
"10,512","5,052"
"34,554","7,222"
"2,131,028","1,815,481"
