AZIMIO,KUUNGA,KUPINGA,KUSUSIA
"1) Kupokea, kutathmini na iwapo itakubalika, kuidhinisha Ripoti ya Kila Mwaka na Taarifa za
Kifedha Zilizokaguliwa za mwaka uliokamilika 30 Juni 2025 pamoja na ripoti ya Wakurugenzi
na Ripoti za Wakaguzi wa hesabu zilizomo kwenye ripoti hiyo.",,,
"2) Mgawo wa Faida
a) Kuthibitisha Mgawo wa faida wa Muda kwa ajili ya Mwaka wa Kifedha uliokamilika 30 Juni
2025, wa Kshs 2.50 kwa kila hisa ya kawaida, uliolipwa baada ya kutolewa kwa kodi ya
zuio au withholding tax, mnamo au karibu na 28 Aprili 2025 kwa wenyehisa waliokuwa
wamesajiliwa kufikia kufungwa kwa shughuli za kibiashara mnamo 16 Februari 2025.
b) Kuidhinisha mgawo wa faida wa mwisho wa Kshs 5.50 kwa kila hisa ya kawaida kwa
mwaka wa kifedha uliokamilika 30 Juni 2025, ambao utatozwa kodi ya zuio au
withholding tax, kama ilivyopendekezwa na Wakurugenzi. Mgawo huo wa faida utalipwa
mnamo au karibu na 28 Oktoba 2025, kwa Wenyehisa watakaokuwa kwenye Sajili ya
Wanachama kufikia kufungwa kwa shughuli za kibiashara mnamo 16 Septemba, 2025.",,,
"3) Kuchaguliwa kwa Wakurugenzi:
a) Bw. Leo Breen anastaafu kwa mzunguko kuambatana na Kifungu 117 cha Sheria za
Kuundwa kwa Kampuni, na, kwa kuwa anahitimu, anajiwasilisha kuomba kuchaguliwa tena.",,,
"b) Bi. Ory Okolloh anastaafu kwa mzunguko kuambatana na Kifungu 117 cha Sheria za
Kuundwa kwa Kampuni, na, kwa kuwa anahitimu, anajiwasilisha kuomba kuchaguliwa tena.",,,
"c) Bi. Lorna Benton aliteuliwa katika mwaka huo kujaza pengo la muda katika Bodi.
Anastaafu kuambatana na Kifungu 116 cha Sheria za Kuundwa kwa Kampuni, na, kwa
kuwa anahitimu, anajiwasilisha kuomba kuchaguliwa tena.",,,
"d) Bi. Hina Nagarajan aliteuliwa katika mwaka huo kujaza pengo la muda katika Bodi.
Anastaafu kuambatana na Kifungu 116 cha Sheria za Kuundwa kwa Kampuni, na, kwa
kuwa anahitimu, anajiwasilisha kuomba kuchaguliwa tena.",,,
"e) Bw. Andrew Ross aliteuliwa katika mwaka huo kujaza pengo la muda katika Bodi.
Anastaafu kuambatana na Kifungu 116 cha Sheria za Kuundwa kwa Kampuni, na, kwa
kuwa anahitimu, anajiwasilisha kuomba kuchaguliwa tena.",,,
"4) Kuwachagua Wakurugenzi wafuatao, ambao ni wanachama wa Kamati ya Bodi ya Ukaguzi wa
Hesabu & Usimamizi wa Hatari, kuendelea kuhudumu kama wanachama wa Kamati hiyo, kwa
kutegemea kuchaguliwa tena kwa Wakurugenzi waliotajwa katika Ajenda nambari 3 hapa juu:
Felix Okoboi; Jimmy Mugerwa; Leo Breen; na Ory Okolloh.",,,
"5) Kupokea, Kutathmini na iwapo itakubalika, kuidhinisha Ripoti ya Malipo ya Wakurugenzi na
malipo yaliyofanywa kwa Wakurugenzi kwa mwaka uliomalizika 30 Juni 2025.",,,
"6) Kuwateua tena PricewaterhouseCoopers (PwC) LLP kuendelea kuhudumu kama Wakaguzi wa
Hesabu wa Kampuni kwa mujibu wa Kifungu 721(2) cha Sheria ya Kampuni, 2015, Sura ya 486
ya Sheria za Kenya, na kuipa idhini Bodi kuamua malipo yao kwa mwaka wa kifedha unaofuata.",,,
"7) Kutathmini na iwapo itakubalika, kuidhinisha azimio la kawaida lifuatalo kama
lilivyopendekezwa na Wakurugenzi: “Kwamba kuambatana na maelezo katika kifungu 8.21 cha
Kiambatisho cha Kumi na Tatu cha Kanuni za Masoko ya Mtaji (Kuuzwa kwa Hisa kwa Umma,
Kuorodheshwa kwa Hisa Sokoni na Uwekaji bayana wa Taarifa) za Mwaka 2023, sera zifuatazo
ziwe, na hapa zinaidhinishwa.
a) Sera ya Mawasiliano ya EABL;",,,
b) Sera ya Uwekaji bayana wa Taarifa ya Shirika ya EABL;,,,
c) Sera ya Utatuzi wa Mizozo na Migogoro ya EABL; na,,,
"d) Sera ya EABL kuhusu Malipo ya Bodi kwa nia ya Kuwavutia na Kuwahifadhi Wanachama
wa Bodi.",,,
