"2025
Kshs 000","2024
Kshs 000"
"12,357,624",
"3,840,124",
"974,609",
"12,745,359",
"29,917,716",
"73,268",
"27,990,884",
"570,185",
"2,365,900",
"5,855,399",
"36,855,636",
