"ytiuqe
latoT",000’shsK,"129,688,22","583,878,5","583,03",")404,569,2(",-,")910,539,2(","782,038,52","331,998,91","226,269,2","661,52","661,52","129,688,22"
desoporP sdnedivid,000’shsK,-,-,-,-,"411,337,5","411,337,5","411,337,5","521,875,61","226,269,2",-,-,"747,045,91"
deniateR sgninrae,000’shsK,"747,045,91","583,878,5",-,")404,569,2(",")411,337,5(",")815,896,8(","416,027,61","521,875,61","226,269,2",-,-,"747,045,91"
rehtO sevreser,"000‘
shsK","674,37",-,"583,03",,-,"583,03","168,301","013,84",,"661,52","661,52","674,37"
erahS muimerp,000’shsK,"151,196,1",-,-,,-,-,"151,196,1","151,196,1",-,-,-,"151,196,1"
"latipac
erahS",000’shsK,"745,185,1",-,-,,-,-,"745,185,1","745,185,1",-,-,-,"745,185,1"
