AZIMIO,KUUNGA,KUPINGA,KUSUSIA
"1) Kupokea, kutathmini na kuidhinisha Taarifa za Kifedha Zilizokaguliwa za mwaka uliokamilika
mnamo 30 Juni 2023 pamoja na ripoti za Mwenyekiti, Mkurugenzi na Wakaguzi wa Hesabu
zilizomo.",,,
"2) Mgawo wa faida
Kuthibitisha mgawo wa faida wa muda kwa ajili ya Mwaka wa Kifedha uliokamilika 30 Juni
2023, wa Kshs 3.75 kwa kila hisa ya kawaida, uliolipwa baada ya kutozwa kodi ya zuio au
withholding tax, mnamo au karibu na 27 Aprili 2023 kwa wenyehisa waliokuwa wamesajiliwa
kufikia kufungwa kwa shughuli za kibiashara 16 Februari 2023.
Kuidhinisha mgawo wa faida wa mwisho wa Kshs 1.75 kwa kila hisa ya kawaida kwa Mwaka
wa Kifedha Uliokamilika 30 Juni 2023, ambao utatozwa kodi ya zuio au withholding tax, kama
ilivyopendekezwa na Wakurugenzi. Mgawo huo wa faida utalipwa mnamo au karibu na 27
Oktoba 2022, kwa Wenyehisa waliokuwa kwenye Sajili ya Wanachama kufikia kufungwa kwa
shughuli za kibiashara mnamo 14 Septemba, 2023.",,,
"3) Kuchaguliwa kwa wakurugenzi:
a) Ory Okolloh anastaafu kwa mzunguko kuambatana na Kifungu 117 cha Sheria za Kuundwa
kwa Kampuni, na, kwa kuwa anahitimu, anajiwasilisha kuomba kuchaguliwa tena.",,,
"b) John Ulanga anastaafu kwa mzunguko kuambatana na Kifungu 117 cha Sheria za Kuundwa
kwa Kampuni, na, kwa kuwa anahitimu, anajiwasilisha kuomba kuchaguliwa tena.",,,
"c) Felix Okoboi aliteuliwa katika mwaka huo kujaza pengo la muda katika Bodi. Anastaafu
kuambatana na Kifungu 116 cha Sheria za Kuundwa kwa Kampuni, na, kwa kuwa anahitimu,
anajiwasilisha kuomba kuchaguliwa tena.",,,
"d) John Musunga aliteuliwa katika mwaka huo kujaza pengo la muda katika Bodi. Anastaafu
kuambatana na Kifungu 116 cha Sheria za Kuundwa kwa Kampuni, na, kwa kuwa anahitimu,
anajiwasilisha kuomba kuchaguliwa tena.",,,
"e) Sathish Krishnan aliteuliwa katika mwaka huo kujaza pengo la muda katika Bodi. Anastaafu
kuambatana na Kifungu 116 cha Sheria za Kuundwa kwa Kampuni, na, kwa kuwa anahitimu,
anajiwasilisha kuomba kuchaguliwa tena.",,,
"4) Kuwachagua Wakurugenzi wafuatao, ambao ni wanachama wa Kamati ya Ukaguzi wa
Hesabu & Usimamizi wa Hatari, wachaguliwe kuendelea kuhudumu kama wanachama wa
Kamati hiyo, kwa kutegemea kuchaguliwa tena kwa Wakurugenzi waliotajwa katika Ajenda
nambari 3 hapa juu: John Ulanga; Jimmy Mugerwa; Leo Breen; Ory Okolloh na Felix Okoboi.",,,
"5) Kupokea, Kutathmini na iwapo itakubalika, kuidhinisha Ripoti ya Malipo ya Wakurugenzi na
malipo ya Wakurugenzi kwa mwaka uliomalizika 30 Juni 2023.",,,
"6) Kuwateua tena PricewaterhouseCoopers (PwC) LLP kuhudumu kama Wakaguzi wa Hesabu
wa Kampuni kwa mujibu wa Kifungu 721(2) cha Sheria ya Kampuni, 2015 na kuipa idhini
Bodi ya Wakurugenzi kuamua malipo yao kwa mwaka wa kifedha unaofuata.",,,
