Column,Kenya,Column,Uganda,Column,Tanzania,Column,Eliminations,Column,Consolidated,Column
,2018,2017,2018,2017,2018,2017,2018,2017,2018,2017
,Kshs ‘000,Kshs ‘000,Kshs ‘000,Kshs ‘000,Kshs ‘000,Kshs ‘000,Kshs ‘000,Kshs ‘000,Kshs ‘000,Kshs ‘000
External sales,"53,371,231","52,502,022","11,912,213","11,563,786","8,173,388","6,181,257",-,-,"73,456,832","70,247,065"
Inter segment sales,"6,903,578","9,212,093","28,277","131,803","16,556","45,448","(6,948,411)","(9,389,344)",-,-
Total sales,"60,274,809","61,714,115","11,940,490","11,695,589","8,189,944","7,167,143","(6,948,411)","(9,389,344)","73,456,832","70,247,065"
