"2025
KShs’m"
"39,955.3"
"20,890.8"
"2,878.5"
"3,170.4"
"1,521.1"
614.5
"69,030.6"
"2,042.0"
"1,499.9"
–
"40,499.0"
"5,780.6"
"48,962.1"
"5,220.1"
–
"10,751.8"
"114,755.5"
"183,786.1"
"432,548.0"
