GROUP,Column
"2022 2021
Kshs’m Kshs’m",
"107,691.3","82,647.4
(42,639.3)"
"(52,313.7)",
"55,377.6","40,008.1"
"7,689.7","7,160.8
47,168.9"
"63,067.3",
,"(5,782.1)
(2,312.4)"
"(9,609.2)",
"(3,442.7)",
"(13,051.9)","(8,094.5)"
"50,015.4","39,074.4"
