"2024
KShs’m",Column,"2024
KShs’m"
,"3,894.7
–
1,122.4",
"3,178.9",,"2,776.7"
246.3,,246.3
"1,301.4",,"1,049.7"
"4,726.6","5,017.1","4,072.7"
,"1,230.6
–",
"1,973.1",,"1,519.9"
110.2,,110.2
"2,083.3","1,230.6","1,630.1"
"6,809.9","6,247.7","5,702.8"
,"4,090.2
7,524.6
(5,367.1)",
"6,247.7",,"5,814.6"
"10,047.3",,"8,355.7"
"(9,485.1)",,"(8,467.5)"
"6,809.9","6,247.7","5,702.8"
"5,202.0","4,395.0
1,852.7","4,748.8"
"1,607.9",,954.0
"6,809.9","6,247.7","5,702.8"
