"2022 2021
KShs’m KShs’m",Column
,"284.8
118.1
402.9
4,055.3"
–,
123.1,
123.1,
"3,859.0",
"3,859.0","4,055.3"
"3,982.1","4,458.2"
,"211.2
(93.1)
384.6
(99.8)
4,369.3
0.1
(314.1)"
118.1,
5.0,
284.8,
(284.8),
"4,055.2",
–,
(196.2),
"3,982.1","4,458.2"
