"2025
KShs’m"
2.6
103.9
2.8
1.1
17.4
–
0.1
17.5
49.0
1.5
4.1
15.0
4.2
1.3
136.2
17.0
9.0
93.8
14.2
"2,922.7"
"1,653.9"
–
36.9
"5,104.2"
