M-PESA Airtel Money T-Kash* Total
"262,004 23,236 8,349 293,589
1,384,556,455,232 1,655,224,543 86,299,577 1,386,297,979,352
919,982,738,037 396,314,690 148,549,893 920,527,602,620
2,219,776,335,265 – – 2,219,776,335,265
882,857,114 – – 882,857,114
13,457,682,660 14,287,715 61,860 13,472,032,235
1,040,101,924 805,719 637,117 1,041,544,760
1,109,557,282,367 513,089,592 169,237,668 1,110,239,609,627
1,256,236,708,169 1,529,497,807 84,936,063 1,257,851,142,039"
