"Gross Expected Net
carrying credit carrying
amount loss amount
KShs’m KShs’m KShs’m",Column,Column
165.0,(25.3),139.7
"3,333.1","(1,128.9)","2,204.2"
"3,845.0","(1,344.5)","2,500.5"
"10,834.2","(4,231.2)","6,603.0"
"18,177.3","(6,729.9)","11,447.4"
"179.7 (5.7) 174.0
3,144.8 (1,078.6) 2,066.2
2,954.7 (1,312.0) 1,642.7
8,547.4 (2,763.7) 5,783.7",,
"14,826.6 (5,160.0) 9,666.6",,
