"2024
KShs’m",Column,"2024
KShs’m"
,"22,108.5
(10.4)",
"22,877.4",,"19,075.2"
(9.2),,(3.1)
"22,868.2","22,098.1","19,072.1"
,"2,014.8
(533.4)",
"1,677.9",,"1,677.9"
(658.0),,(658.0)
"1,019.9","1,481.4","1,019.9"
,"533.4
(255.2)",
658.0,,658.0
(226.1),,(226.1)
431.9,278.2,431.9
,"2,167.8
32.8
(433.3)
(7.7)",
"1,759.6",,"1,759.6"
–,,–
(337.0),,(337.0)
29.2,,29.2
"1,451.8","1,759.6","1,451.8"
