"(29,321.8)","(31,616.7)
(498.4)","(29,009.8)"
"4,362.5",,"4,528.4"
"(24,959.3)","(32,115.1)","(24,481.4)"
"93,635.5","105,773.0
(31,731.8)
2,190.4
(2,573.7)
–
–
–
–
–","92,438.0"
"(24,579.3)",,"(24,265.0)"
"1,455.1",,"1,300.9"
"(2,098.6)",,"(2,060.9)"
(25.7),,(25.7)
585.2,,569.3
(127.6),,–
(168.1),,–
(0.3),,–
"(24,959.3)","(32,115.1)","(24,481.4)"
,"(350.4)
(31,616.7)
32,114.6",
147.5,,251.8
"(29,321.8)",,"(29,009.8)"
"28,921.2",,"28,606.4"
(253.1),147.5,(151.6)
7.2,"260.4
(112.9)",–
(260.3),,(151.6)
(253.1),147.5,(151.6)
