"35,617,987"
"1,486,256"
"(588,535)"
"(6,962,496)"
"29,553,212"
"(23,014,160)"
"(1,673,750)"
"17,467"
"(24,670,443)"
"2,999,048"
"(4,235,000)"
"(4,000,000)"
"(5,235,952)"
"(353,183)"
"5,887,692"
"(353,183)"
"5,534,509"
