"2024
KShs’m",Column,"2024
KShs’m"
"(43,559.4)","(41,113.5)
(177.1)
5,194.6
233.6","(42,642.4)"
"1,222.9",,"1,224.1"
"1,534.5",,"1,494.0"
"(1,227.0)",,"(1,227.0)"
"(42,029.0)","(35,862.4)","(41,151.3)"
"84,687.4","88,345.2
(26,503.6)
2,174.2
(4,730.8)
233.6
(177.1)
(6,858.7)","123,805.1"
"(25,406.2)",,"(37,141.5)"
"6,842.6",,11.2
"(11,673.4)",,"(4,018.1)"
"(1,227.0)",,"(1,227.0)"
"1,222.9",,"1,224.1"
"(11,787.9)",,–
"(42,029.0)","(35,862.4)","(41,151.3)"
