"2016
Shs’000",Column
"55,762,505",
"(1,341,725)",
"838,157",
-,
"24,662,315",
"1,790,267",
"1,141,793",
"(104,089)",
"348,171",
525,
"(27,445)",
"366,859",
"(10,321,349)",
"7,442,208",
"(1,354,917)",
"79,203,275","74,636,662"
