"2024
KShs’m",Column,"2024
KShs’m"
,"135.6
–",
143.3,,143.3
80.6,,–
223.9,135.6,143.3
,"3,808.3",
"3,318.6",,"3,318.6"
"3,318.6","3,808.3","3,318.6"
"3,542.5","3,943.9","3,461.9"
,"123.1
12.5",
135.6,,135.6
(2.9),,(2.9)
(2.9),12.5,(2.9)
80.6,–,–
77.7,12.5,(2.9)
"3,808.4","3,859.0
(50.7)
–
(50.7)","3,808.4"
"(1,376.2)",,"(1,376.2)"
897.0,,897.0
(479.2),,(479.2)
"3,542.5","3,943.9","3,461.9"
