"2022 2021
KShs’m KShs’m",Column
"8,471.5","6,021.8
4,077.8
–
–
(1,628.1)"
"4,728.1",
"(5,077.6)",
"5,077.6",
"(1,850.0)",
"11,349.6","8,471.5"
"22,688.6","23,038.1
(14,566.6)"
"(11,339.0)",
"11,349.6","8,471.5"
