"2020
KShs’m","2019
KShs’m","2020
KShs’m"
,"28,703.9
351.3
4,032.0
–
–
3,893.5
9,279.6
46,260.3
3,698.3",
"29,920.1",,"30,153.8"
112.9,,–
"8,000.0",,"8,000.0"
"1,045.1",,"1,045.1"
"3,549.4",,"3,549.4"
"4,462.3",,"4,462.3"
"9,410.9",,"9,375.9"
"56,500.7",,"56,586.5"
"(7,678.5)",,"(9,316.2)"
"156,724.2","146,215.1","154,977.6"
