"2025
KShs’m"
"18,881.3"
"160,804.3"
"3,210.6"
960.0
"31,227.9"
"20,900.1"
"128,492.5"
"6,934.6"
998.6
183.3
"1,242.9"
–
396.2
"374,232.3"
–
"2,208.0"
"33,919.0"
"15,908.3"
–
–
"6,280.4"
–
"58,315.7"
"432,548.0"
"2,003.3"
"2,200.0"
"218,516.1"
–
"26,042.5"
"248,761.9"
–
"248,761.9"
