31-Mar-21,31-Mar-20,% Change
"134,129.2","138,041.5",(2.8%)
"(2,497.3)","2,420.1",<(100.0%)
"(3,656.2)","(4,581.6)",(20.2%)
(37.4),0.0,100.0%
(38.0),(56.5),(32.7%)
"127,900.3","135,823.5",(5.8%)
"(34,960.2)","(36,098.5)",(3.2%)
84.6,70.9,19.3%
"93,024.7","99,795.9",(6.8%)
412.1,"2,592.1",(84.1%)
"(28,921.2)","(32,114.6)",(9.9%)
"64,515.6","70,273.4",(8.2%)
