"2015
Shs’000","2014
Shs’000
2,003,271
2,200,040
68,201,917
18,830,751"
"2,003,271",
"2,200,040",
"74,431,346",
"25,641,874",
"104,276,531","91,235,979"
,"5,102,380"
"490,762",
"490,762","5,102,380"
"104,767,293","96,338,359"
,"2,750,879
97,710,542
726,422
219,151
15,860
4,855,097
1,527"
"1,666,417",
"107,756,919",
"9,863,260",
"219,151",
"11,819",
"4,848,505",
"1,002",
"124,367,073","106,279,478"
,"2,955,967
7,746,617
17,618,884"
"8,258,601",
"10,301,643",
"14,030,309",
"32,590,553","28,321,468"
,"29,473,060
1,276,527
7,513,000"
"41,423,899",
"617,216",
"10,149,218",
"52,190,333","38,262,587
(9,941,119)"
"(19,599,780)",
"104,767,293","96,338,359"
