"2016
Shs’000",Column
"211,322",
"817,100",
"1,568,536",
"222,250",
"12,563,301",
"48,023",
"5,570,314",
"1,135,420",
"11,153,804",
"741,247",
"1,225,527",
"792,717",
"705,311",
"271,855",
"4,234,226",
"41,260,953","36,039,990"
