Shs’000,Column,Shs’000
"33,836,499",-,"33,836,499"
"33,836,499",-,"33,836,499"
,"512,605
-
-",
"6,082,030",,"6,594,635"
"4,753,690",,"4,753,690"
"34,247,432",,"34,247,432"
"45,083,152","512,605","45,595,757"
