GROUP,Column,Column,Column
"2022 2021 2022 2021
KShs’m KShs’m KShs’m KShs’m",,,
72.5,"12.5
60.0
–
60.0",72.5,"12.5
60.0
–
60.0"
52.7,,52.7,
(88.8),,(88.8),
(36.1),,(36.1),
36.4,72.5,36.4,72.5
