"2024
KShs’m",Column,"2024
KShs’m"
,"24,883.3
(10,411.2)",
"42,890.5",,"31,130.4"
"(13,699.0)",,"(13,482.5)"
"29,191.5","14,472.1","17,647.9"
307.9,"1,599.2
(12.0)","3,573.5"
(34.4),,"(1,593.1)"
273.5,"1,587.2","1,980.4"
"7,505.1","13,296.1
(71.7)","4,330.4"
(68.3),,(68.3)
"7,436.8","13,224.4","4,262.1"
"11,217.2","11,507.8","4,189.5"
"48,119.0","40,791.5","28,079.9"
