Column,Group HY24,Column,Column,Column,Column
,Actual (KShs Bn),YoY% Actual,"YoY% Constant
Currency","Actuals Ex-MTR
impact","YoY% Excl. MTR
impact"
Service Revenue,159.1,+9.9%,+9.9%,160.2,+10.6%
EBIT,41.4,-19.1%,-17.6%,42.0,-16.5%
Net Income,27.2,-10.1%,-7.1%,27.6,-5.8%
"Net Income excl. Minority
interest",34.2,+2.1%,+3.7%,34.5,+4.9%
