Year ended March 31 2018,"April 1 2017
Shs’m","Credit/(charged)
to SOCI
Shs’m","March 31 2018
Shs’m"
,,,(625)
,,,(16)
,,,(641)
,,,3
,,,"2,765"
,,,"2,768"
,,,"2,127"
