"Less than Over
1 year 1 year Total
KShs’m KShs’m KShs’m",Column,Column
"33,736.3",–,"33,736.3"
"5,570.6","20,602.7","26,173.3"
"20,400.0","44,910.8","65,310.8"
–,139.4,139.4
"59,706.9","65,652.9","125,359.8"
"27,991.0 – 27,991.0
4,252.0 14,661.1 18,913.1
14,772.0 – 14,772.0",,
"47,015.0 14,661.1 61,676.1",,
