"2024
KShs’m",Column,"2024
KShs’m"
"8,986.9","6,557.1
1,532.9
926.0
(29.1)
–
–","7,934.8"
734.9,,622.2
289.8,,(132.6)
"(1,855.8)",,"(1,855.8)"
(121.4),,–
(8.5),,–
"8,025.9","8,986.9","6,568.6"
"2,938.9","4,524.1
4,462.8","2,938.9"
"5,087.0",,"3,629.7"
"8,025.9","8,986.9","6,568.6"
