FY25,Column
(13.0),
(78.2),
5.1,
(71.1),
"(2,063.5)",
(263.9),
"(3,515.1)",
"(21,782.8)",
(118.0),
"(2,601.5)",
(730.7),
"(4,666.2)",
(321.6),
(2.5),
"(36,223.0)","(23,784.5)"
