"1 April
2023
KShs’m","Credit/
(charged)
to SOCI
KShs’m","31 March
2024
KShs’m"
(502.4),"(1,121.6)","(1,624.0)"
"(5,307.2)","(7,079.1)","(12,386.3)"
"(5,809.6)","(8,200.7)","(14,010.3)"
220.5,104.3,324.8
"7,250.2","12,450.2","19,700.4"
"7,910.2","(1,170.9)","6,739.3"
"6,434.0","6,805.6","13,239.6"
"6,667.5","2,106.9","8,774.4"
"28,482.4","20,296.1","48,778.5"
"(7,335.8)","(11,787.9)","(19,123.7)"
"15,337.0",307.5,"15,644.5"
