"2025
KShs’m"
124.3
29.0
179.4
1.1
1.3
1.3
0.7
5.3
146.0
84.3
–
0.2
5.3
43.6
0.5
87.5
"1,209.1"
571.9
0.7
117.6
2.0
"1,771.6"
139.1
0.5
3.6
"4,525.9"
