Name,Salary,Directors’ Fees,Bonus,Non- Cash Benefits,EPSAP*,Totals
,,,,,,Shs ‘m’
,,,,,,8.45
,,,,,,-
,,,,,,-
,,,,,,2.40
,,,,,,2.99
,,,,,,4.16
,,,,,,2.05
,,,,,,1.65
,,,,,,2.55
,,,,,,3.99
,,,,,,0.15
,,,,,,1.9
,,,,,,30.29
,,,,,,315.31
