Board Member,Position,"10th
May
2016","1st
Sept
2016","3rd
Nov
2016","2nd
Mar
2017"
,Chairman & NED,"√
√
√
√
√
√
√
√
N/A
√
√
N/A
√
N/A",√,"√
√
√
√
√
√
√
√
N/A
√
N/A
√
√
√",√
,NED,,√,,√
,NED,,√,,√
,NED,,√,,√
,NED,,√,,√
,NED,,√,,N/A
,NED,,√,,√
,AD,,√,,√
,NED,,N/A,,√
,CEO & ED,,√,,√
,CFO & AD,,N/A,,N/A
,CFO & AD,,√,,√
,Company Secretary,,√,,√
,External Auditor,,N/A,,N/A
