Column,2023,2022,2023,2022,2023,2022
Permanent,"2,653","2,154","2,709","2,306","5,362","4,460"
Temporary,86,593,106,489,192,"1,082"
Contractors,,,,,153,134
Total,,,,,"5,707","5,676"
