"Capital Network Vehicles
Network work in mainte- Leasehold and
infrastruc- progress nance improve- equip- Freehold
ture (CWIP)* spares ments ment Fibre Property Total
KShs’m KShs’m KShs’m KShs’m KShs’m KShs’m KShs’m KShs’m",Column,Column,Column,Column,Column,Column,Column
"61,914.9","8,413.8",338.3,"1,333.5","33,986.0","27,532.8",–,"133,519.3"
–,"38,583.5",–,–,406.3,–,204.3,"39,194.1"
"10,428.8","(32,078.7)",150.1,6.5,"19,185.7","2,307.6",–,–
(299.5),–,–,(12.8),"(1,104.7)",–,–,"(1,417.0)"
(286.5),–,–,–,–,–,–,(286.5)
"(15,042.8)",–,(127.6),(453.0),"(16,897.1)","(1,401.7)",–,"(33,922.2)"
301.4,–,–,12.8,"1,100.7",–,–,"1,414.9"
"57,016.3","14,918.6",360.8,887.0,"36,676.9","28,438.7",204.3,"138,502.6"
"253,308.2","14,918.6","1,730.4","7,934.4","137,844.4","35,498.0",204.3,"451,438.3"
"(196,291.9)",–,"(1,369.6)","(7,047.4)","(101,167.5)","(7,059.3)",–,"(312,935.7)"
"57,016.3","14,918.6",360.8,887.0,"36,676.9","28,438.7",204.3,"138,502.6"
