March 2007
"47,447,490"
"(28,136,305)"
"19,311,185"
"299,973"
"19,611,158"
"1,522,666"
"4,000,000"
"434,968"
"5,002,191"
"10,959,825"
"8,651,333"
"6,719,840"
"1,931,493"
"19,611,158"
