"Credit/
1 April (charged) 31 March
2021 to SOCI 2022
KShs’m KShs’m KShs’m",Column,Column
(10.6),(80.2),(90.8)
"(4,428.9)",(724.4),"(5,153.3)"
"(4,439.5)",(804.6),"(5,244.1)"
30.1,89.4,119.5
242.8,148.7,391.5
"1,350.8","3,388.0","4,738.8"
"4,822.1","1,032.9","5,855.0"
"3,756.6",768.6,"4,525.2"
"10,202.4","5,427.6","15,630.0"
(295.7),(181.4),(477.1)
"5,467.2","4,441.6","9,908.8"
