Group,Column,Company,Column
31-Mar-25,31-Mar-24,31-Mar-25,31-Mar-24
,"15,644.5
277,041.3
2,001.7
935.0
194,280.7
59,455.7
-
3,542.5
1,019.9
431.9
1,607.9
2,661.3
-",,
"18,882.0",,"18,881.3",
"247,200.9",,"160,804.3",
"3,210.6",,"3,210.6",
960.0,,960.0,
"111,455.8",,"31,227.9",
"38,749.6",,"20,900.1",
-,,"128,492.5",
"7,046.7",,"6,934.6",
998.6,,998.6,
183.3,,183.3,
"2,547.5",,"1,242.9",
-,,-,
-,,396.2,
"431,235.0","558,622.4","374,232.3",
,"-
4,526.0
48,119.0
22,868.2
1,563.4
-
5,202.0
263.3",,
-,,-,
"2,937.0",,"2,208.0",
"43,739.3",,"33,919.0",
"29,995.7",,"15,908.3",
456.9,,-,
-,,-,
"6,351.2",,"6,280.4",
569.1,,-,
"84,049.2","82,541.9","58,315.7",
"515,284.2","641,164.3","432,548.0",
,"2,003.3
2,200.0
134,314.0
61,789.3
26,042.5",,
"2,003.3",,"2,003.3",
"2,200.0",,"2,200.0",
"153,881.8",,"218,516.1",
"(6,432.3)",,-,
"26,042.5",,"26,042.5",
"177,695.3","226,349.1
109,398.8","248,761.9",
"46,325.8",,-,
"224,021.1","335,747.9","248,761.9",
,"63,093.2
48,474.3
19,458.6
5,087.0
1,481.2
-",,
"64,744.4",,"39,955.3",
"45,626.2",,"20,890.8",
"20,464.5",,"2,878.5",
"3,874.6",,"3,170.4",
"1,521.1",,"1,521.1",
-,,614.5,
"136,230.8","137,594.3","69,030.6",
,"193.1
6,649.2
-
45,053.6
6,411.0
94,919.5
2,938.9
263.3
11,393.5",,
"2,257.5",,"2,042.0",
"1,499.9",,"1,499.9",
404.0,,-,
"42,686.0",,"40,499.0",
"6,336.8",,"5,780.6",
"84,571.5",,"48,962.1",
"5,220.1",,"5,220.1",
569.1,,-,
"11,487.4",,"10,751.8",
"155,032.3","167,822.1","114,755.5",
"291,263.1","305,416.4","183,786.1",
"515,284.2","641,164.3","432,548.0",
