Shs’000,Column,Shs’000
"33,633,144",,"33,633,144"
"33,633,144",-,"33,633,144"
,"512,605
-
-",
"6,082,030",,"6,594,635"
"4,753,690",,"4,753,690"
"34,530,264",,"34,530,264"
"45,365,984","512,605","45,878,589"
