"6,393,676"
"1,522,666"
"1,150,773"
"326,164"
"243,047"
"367,206"
"187,932"
"190,012"
"154,584"
"160,416"
"101,235"
"251,235"
"30,226"
"11,050"
"143,176"
"44,862"
"11,520,881"
