Column,"2023
KShs’m","2022
KShs’m","2023
KShs’m","2022
KShs’m"
"At start of year
Provision for expected credit losses for the year
– Trade and other receivables
– Related parties
Release of prior year provisions
Provision for expected credit losses
Receivables written off during the year as uncollectible
Recovery from third parties","7,041.1","5,436.0","7,943.7","6,165.3"
,"5,150.3","2,874.7","5,209.3","2,770.0"
,5.3,9.3,317.3,275.2
,(423.1),(535.5),(808.7),(523.4)
,"4,732.5","2,348.5","4,717.9","2,521.8"
,"(1,278.9)",(942.7),"(1,204.7)",(942.7)
,0.2,199.3,–,199.3
Closing allowance for expected credit losses at year end,"10,494.9","7,041.1","11,456.9","7,943.7"
"Provision for trade receivables
Provision for related parties
Provision for other receivables","10,411.2","6,916.9","9,971.6","6,729.9"
,12.0,6.7,"1,413.6","1,096.3"
,71.7,117.5,71.7,117.5
Closing allowance for expected credit losses as at year end,"10,494.9","7,041.1","11,456.9","7,943.7"
