"Site
KShs’m","Co-location
KShs’m","Shops
KShs’m","Facilities
KShs’m","Secondees
houses
KShs’m","Total
KShs’m"
"13,985.1","41,402.6",952.8,"3,032.2",83.0,"59,455.7"
"1,090.6","5,322.3",82.8,151.0,–,"6,646.7"
286.9,(67.9),(49.6),0.2,(21.8),147.8
"(1,694.7)","(3,974.0)",(294.1),(842.1),(19.0),"(6,823.9)"
164.5,(783.5),21.0,3.9,15.3,(578.8)
609.3,"1,573.1",11.4,140.7,3.0,"2,337.5"
"(4,536.2)","(16,524.2)",(97.4),"(1,250.3)",(27.3),"(22,435.4)"
"9,905.5","26,948.4",626.9,"1,235.6",33.2,"38,749.6"
"17,383.2","40,468.6","2,227.6","5,326.0",859.9,"66,282.8"
"(7,477.7)","(13,520.2)","(1,600.7)","(4,090.4)",(826.7),"(27,533.2)"
"9,905.5","26,948.4",626.9,"1,235.6",33.2,"38,749.6"
