a) Service Revenue,Column
,2017
,Shs’000
,"90,172,834"
,"3,286,261"
,"16,619,054"
,"60,213"
,"29,289,089"
,"5,241,722"
,"55,084,380"
,"4,355,613"
,"204,109,166"
