"01-Apr-24
KShs’m","Credit/
(charged)
to SOCI
KShs’m","31-Mar-25
KShs’m"
"(1,624.0)","(3,934.0)","(5,558.0)"
"(12,386.3)","5,006.6","(7,379.7)"
"(14,010.3)","1,072.6","(12,937.7)"
324.8,"7,983.9","8,308.7"
"19,700.4","3,418.4","23,118.8"
"6,739.3",97.4,"6,836.7"
"13,239.6",762.9,"14,002.5"
"8,774.4","4,541.3","13,315.7"
"48,778.5","16,803.9","65,582.4"
"(19,123.7)","(14,639.0)","(33,762.7)"
"15,644.5","3,237.5","18,882.0"
