"2016
Shs’000",Column,"2016
Shs’000",Column
"1,192,617",,"1,192,617",
"3,994,729",,"3,974,052",
"899,184",,"585,172",
"22,963",,"22,889",
"2,391,563",,"2,391,563",
"8,501,056","14,030,309","8,166,293","13,996,400"
